text	code	weight	stem	decomposition
𫀛	mfmue		mfmue	⿰礻凾
𱵡	mfmue		mfmue	
㼼	mfmun	3	mfmun	⿰票瓦
𥘳	mfmun	2	mfmun	⿰礻瓦
𤮁	mfmun	1	mfmun	⿰䎡瓦
𤬭	mfmun		mfmun	⿰不瓦
嫑	mfmv		mfmv	⿱不要
𰀍	mfmvh		mfmvh	
𥘢	mfmvi		mfmvi	⿰礻𢆰
𥛑	mfmvi		mfmvi	⿰礻辱
𮂌	mfmwd		mfmwd	⿰示栗
𥛦	mfmwf		mfmwf	⿰礻票
禋	mfmwg		mfmwg	⿰礻垔
禋	mfmwg		mfmwg	⿰示垔
禫	mfmwj		mfmwj	⿰礻覃
禫	mfmwj		mfmwj	⿰示覃
𮂟	mfmwm		mfmwm	⿰示𮧊
𱵴	mfmwt		mfmwt	
歪	mfmx	2	mfmx	⿱不正
𥘺	mfmx		mfmx	⿰礻正
𩑢	mfmz		mf/mz	⿰不頁
𭆖	mfmz		mfmz	⿸厂煩
𥜗	mfmzb		mfmzb	⿰礻需
鿅	mfmzi		mfmzi	⿰礻零
鿅	mfmzl		mfmzl	⿰礻零
䄥	mfmzo		mfmzo	⿰礻靈
𥜧	mfmzr		mfmzr	⿰礻霝
𥘆	mfn		mfn	⿰礻乙
𰀲	mfn		mfn	
𮂪	mfnac		mfnac	⿰示𪚾
𮂚	mfnao		mfnao	⿰礻象
𥙵	mfnau		mfnau	⿰礻免
𬓋	mfnbk		mfnbk	⿰礻⿳𠂊𠔿大
𬓋	mfnbk		mfnbk	⿰礻奐
𰨍	mfneq		mfneq	
𮂂	mfner		mfner	⿰示⿺廴㠯
𮁺	mfnex		mfnex	⿰示延
祢	mfnf		mfnf	⿰礻尔
祢	mfnf		mfnf	⿰示尔
𥜡	mfnfg		mfnfg	⿰礻𨤰
𬒰	mfng		mfng	⿰示丑
礽	mfnh		mfnh	⿰礻乃
礽	mfnh		mfnh	⿰示乃
𱍚	mfnh		mfnh	
𮁳	mfnhd		mfnhd	⿰礻朶
𥘜	mfnhe		mfnhe	⿰礻及
𥚣	mfnhr	1	mfnhr	⿰礻⿱乃𠮷
𥙯	mfnhr		mfnhr	⿰礻⿵乃古
𥚁	mfnhr		mfnhr	⿰礻呄
𮂁	mfnhr		mfnhr	⿰礻⿵乃𠮷
𮁾	mfnib		mfnib	⿰示甬
𮂏	mfnii		mfnii	⿰礻強
𰧺	mfnin		mfnin	
𨚀	mfnl		mf/nl	⿰不阝
𮂖	mfnmb		mfnmb	⿰示彌
𥚦	mfnmk		mfnmk	⿰礻矦
𥛇	mfnmm		mfnmm	⿰礻𢏚
𱵪	mfnmr		mfnmr	
祪	mfnmu		mfnmu	⿰礻危
𱑡	mfnmu		mfnmu	
𮂛	mfnoe		mfnoe	⿰示發
𬒯	mfnq		mfnq	⿰礻丮
𱵦	mfnrw		mfnrw	
𰨏	mfnuw		mfnuw	
𥛿	mfnwg		mfnwg	⿰礻⿱㢴土
𥛿	mfnwg		mfnwg	⿰礻𡍯
𥚩	mfnyb		mfnyb	⿰礻胥
䄡	mfnyr		mfnyr	⿰礻詹
𥛯	mfnzb		mfnzb	⿰礻矞
𠁞	mfoa		mfoa	⿱不會
𥛙	mfoah		mfoah	⿰礻𬀷
𫀞	mfoar		mfoar	⿰礻倉
𦙂	mfob		mfob	⿱不肉
𫀃	mfob		mfob	⿰礻内
䄖	mfobn		mfobn	⿰示兪
𥙻	mfobr		mfobr	⿰礻⿱⿻冖人口
𥚗	mfobt		mfobt	⿰礻侖
䄖	mfobv		mfobv	⿰示兪
𥙡	mfoby		mfoby	⿰礻⿱𠂉丹
祔	mfodi		mfodi	⿰礻付
祔	mfodi		mfodi	⿰示付
𥙄	mfof		mfof	⿰礻尒
𡍂	mfog		mfog	⿱不坐
𬓏	mfoge		mfoge	⿰礻隻
𥛲	mfogf		mfogf	⿰礻焦
𱵞	mfogi		mfogi	
𥙛	mfohg		mfohg	⿰礻任
𥘼	mfohh		mfohh	⿰礻㐱
𥙚	mfohl		mfohl	⿰礻⿱𠂉斤
祣	mfohv		mfohv	⿰礻⿱𠂉④
祣	mfohv		mfohv	⿰示⿱𠂉④
𮁼	mfohy		mfohy	⿰示𬼊
𠀾	mfoi		mfoi	⿱不会
𥙜	mfoiu		mfoiu	⿰礻优
𥘪	mfoj		mfoj	⿰礻午
𬒴	mfoju		mfoju	⿰礻缶
祄	mfoll		mfoll	⿰礻介
祄	mfoll		mfoll	⿰示介
𥙂	mfom		mfom	⿰礻丘
𮵘	mfom		mfom	
𰨂	mfomd		mfomd	
𥙛	mfomg		mfomg	⿰礻任
𮁵	mfomg		mfomg	⿰示全
𰧻	mfomi		mfomi	
𥘞	mfon		mfon	⿰礻今
𮁣	mfoni		mfoni	⿰礻令
𮁣	mfoni		mfoni	⿰示令
𱵑	mfono		mfono	
䄒	mfonp		mfonp	⿰礻念
𱍕	mfoo		mfoo	
𥛾	mfooa		mfooa	⿰礻㫺
𰨃	mfoog		mfoog	
𥙁	mfopd		mfopd	⿰礻㐌
𱵉	mfoqo		mfoqo	
祫	mfor	3	mfor	⿰礻合
祫	mfor	3	mfor	⿰示合
𫠻	mfor		mfor	⿱不信
𱍛	mfor		mfor	
禴	mforb	4	mforb	⿰礻龠
禴	mforb	4	mforb	⿰示龠
𥜋	mforo		mforo	⿰礻僉
𥚫	mfort		mfort	⿰礻弇
𥜫	mforw		mforw	⿰礻⿳亼𠱠囡
𮂊	mforw		mforw	⿰示𭻉
祚	mfos		mfos	⿰礻乍
祚	mfos		mfos	⿰示乍
𮁣	mfosl		mfosl	⿰礻令
𮁣	mfosl		mfosl	⿰示令
𫞶	mfotf		mfotf	⿰礻無
𥛏	mfotz		mfotz	⿰礻⿱𠂉其
䬩	mfov		mfov	⿱不食
禬	mfowa		mfowa	⿰礻會
禬	mfowa		mfowa	⿰示會
𥘚	mfp	4	mfp	⿰礻心
𥘇	mfp	3	mfp	⿰礻匕
𢗫	mfp	2	mfp	⿱不心
𠩔	mfp	1	mfp	⿸灰𠤎
𥙣	mfpa		mfpa	⿰礻旬
𥛠	mfpam		mfpam	⿰𥘅⿱旬旦
禛	mfpbc	1	mfpbc	⿰礻真
禛	mfpbc	1	mfpbc	⿰示眞
祂	mfpd	2	mfpd	⿰礻也
祕	mfph	2	mfph	⿰礻必
祕	mfph	2	mfph	⿰示必
𭃡	mfph		mfph	⿰礻⿹勹丿
𥚐	mfphg		mfphg	⿰礻𡊭
𥘨	mfphh		mfphh	⿰礻勿
礿	mfpi		mfpi	⿰礻勺
礿	mfpi		mfpi	⿰示勺
𥘩	mfpim		mfpim	⿰礻匀
𥛺	mfpjc		mfpjc	⿰礻𠤤
礿	mfpm		mfpm	⿰礻勺
礿	mfpm		mfpm	⿰示勺
𥘩	mfpmm		mfpmm	⿰礻匀
𰿖	mfpo		mfpo	
祹	mfpou		mfpou	⿰礻匋
祹	mfpou		mfpou	⿰示匋
𥚬	mfpox		mfpox	⿰礻⿹勹𦈢
䃾	mfpp		mfpp	⿰礻比
䃾	mfpp		mfpp	⿰示比
𥚺	mfppa		mfppa	⿰礻皆
𥘮	mfpr		mfpr	⿰礻句
𫀆	mfpru		mfpru	⿰示包
𫀆	mfpsu		mfpsu	⿰示包
䄁	mfpt		mfpt	⿰礻世
禇	mfqa		mfqa	⿰礻者
𫀇	mfqd		mfqd	⿰礻耒
禊	mfqhk		mfqhk	⿰礻契
禊	mfqhk		mfqhk	⿰示契
禇	mfqia		mfqia	⿰礻者
𬓉	mfqka		mfqka	⿰礻春
祷	mfqki		mfqki	⿰礻寿
䄝	mfqkx		mfqkx	⿰礻舂
䄝	mfqkx		mfqkx	⿰示舂
𮂒	mfqmc		mfqmc	⿰示責
𬒾	mfqmv		mfqmv	⿰礻表
𱵢	mfqmw		mfqmw	
𥜣	mfqnr		mfqnr	⿰示𦓃
䃿	mfqo		mfqo	⿰礻夫
𮂠	mfqoc		mfqoc	⿰示賛
𥙽	mfqoo		mfqoo	⿰礻⿻⿻二丨从
𥙕	mfqp		mfqp	⿰礻老
祎	mfqs		mfqs	⿰礻韦
否	mfr	1	mfr	⿱不口
𥛍	mfrbc		mfrbc	⿰礻員
𧶏	mfrc		mfrc	⿱不員
𮁦	mfrc		mfrc	⿰示只
䄇	mfrhg		mfrhg	⿰礻呈
䄇	mfrhg		mfrhg	⿰示⿱口壬
祝	mfrhu	1	mfrhu	⿰礻兄
祝	mfrhu	1	mfrhu	⿰示兄
𥘱	mfrhu		mfrhu	⿰𥘅兄
𥙙	mfrlb		mfrlb	⿰礻吊
𫀓	mfrlu		mfrlu	⿰礻黾
𫀓	mfrlv		mfrlv	⿰礻黾
祿	mfrme		mfrme	⿰礻彔
祿	mfrme		mfrme	⿰示彔
䄇	mfrmg		mfrmg	⿰礻呈
䄇	mfrmg		mfrmg	⿰示⿱口壬
祦	mfrmk		mfrmk	⿰礻吴
祦	mfrmk		mfrmk	⿰礻吳
禒	mfrmo		mfrmo	⿰礻彖
禒	mfrmo		mfrmo	⿰示彖
䫊	mfrmz		mfr/mz	⿰否頁
𨛔	mfrnl		mfr/nl	⿰否阝
𱵈	mfrnn		mfrnn	
𲃗	mfro		mfro	
祸	mfrob		mfrob	⿰礻呙
𱵣	mfrob		mfrob	
𥘰	mfrr		mfrr	⿰礻㠯
禪	mfrrj	3	mfrrj	⿰礻單
禪	mfrrj	3	mfrrj	⿰示單
𫀤	mfrrk		mfrrk	⿰示嚴
𥚶	mfrsj		mfrsj	⿰礻咠
祀	mfru		mfru	⿰礻巳
祀	mfru		mfru	⿰示巳
𰨓	mfruc		mfruc	
𥙈	mfrue		mfrue	⿰礻⿱巳又
𱵛	mfrug		mfrug	
𥚝	mfrvb		mfrvb	⿰礻𦙃
祦	mfrvk		mfrvk	⿰礻吴
祦	mfrvk		mfrvk	⿰礻吳
𬒺	mfryo		mfryo	⿰礻足
𮰑	mfs		mfs	
𱵚	mfsaa		mfsaa	
祲	mfsbe	1	mfsbe	⿰礻𠬶
祲	mfsbe	1	mfsbe	⿰示𠬶
𥛀	mfsbe		mfsbe	⿰礻⿳彐㓁又
𥛀	mfsbe		mfsbe	⿰礻⿳⿻コ一㓁又
𥛆	mfsbe		mfsbe	⿰礻⿱帚又
禄	mfse	2	mfse	⿰礻录
𦕪	mfse	1	mfse	⿱不取
𱫇	mfsf		mfsf	
𥘉	mfsh		mfsh	⿰礻刀
𥚆	mfshp		mfshp	⿰礻忍
祒	mfshr		mfshr	⿰礻召
祒	mfshr		mfshr	⿰示召
𥜓	mfsit		mfsit	⿰礻監
𥙟	mfsj		mfsj	⿰礻耳
𮂨	mfsjj		mfsjj	⿰示聶
𥜁	mfsjo		mfsjo	⿰礻联
𥚑	mfsjr		mfsjr	⿰礻居
𥚆	mfskp		mfskp	⿰礻忍
𥜉	mfskq		mfskq	⿰礻羣
𬒽	mfskr		mfskr	⿰礻君
𠁌	mfsl		mfsl	⿱不耶
𬓈	mfsme		mfsme	⿰礻⿱⿻コ一𣱳
祠	mfsmr		mfsmr	⿰礻司
祠	mfsmr		mfsmr	⿰示司
𥛃	mfsms		mfsms	⿰礻𢑚
𥜓	mfsmt		mfsmt	⿰礻監
𥛈	mfsmv		mfsmv	⿰礻⿱⿹𠃍工匞
𰧴	mfsno		mfsno	
𥚍	mfspr		mfspr	⿰礻𡱈
禡	mfsqf	2	mfsqf	⿰礻馬
禡	mfsqf	2	mfsqf	⿰示馬
𱵭	mfsrg		mfsrg	
祤	mfss	2	mfss	⿰礻羽
祤	mfss	2	mfss	⿰示羽
翲	mfss	1	mfss	⿰票羽
𥘹	mfss		mfss	⿰礻巨
𬓝	mfssc		mfssc	⿰礻翼
𥜔	mfssg		mfssg	⿰礻翟
𥙥	mfssm		mfssm	⿰礻⑤
𱵔	mfssr		mfssr	
𥙸	mfsss		mfsss	⿰礻𠃬
𨱥	mfsv		mfsv	⿱不長
䄍	mfta		mfta	⿰礻昔
䄍	mfta		mfta	⿰示昔
𥛼	mftaa		mftaa	⿰礻菖
𮂓	mftak		mftak	⿰礻莫
𬒿	mftbc		mftbc	⿰礻典
𥜲	mftbi		mftbi	⿰礻繭
𥙖	mftc		mftc	⿰礻共
禉	mftcw		mftcw	⿰礻酋
𮂣	mftei		mftei	⿰示薄
禚	mftgf		mftgf	⿰礻羔
禚	mftgf		mftgf	⿰示羔
𥛶	mftgr		mftgr	⿰礻善
𮂕	mftgt		mftgt	⿰示盖
䄏	mfthk		mfthk	⿰礻芺
𠁍	mftk		mftk	⿱不美
𬓑	mftlm		mftlm	⿰礻堇
𥘠	mftm		mftm	⿰礻⿱卄一
禖	mftmd		mftmd	⿰礻某
禖	mftmd		mftmd	⿰示某
𥛵	mftmj	1	mftmj	⿰礻華
𥙶	mftmj		mftmj	⿰礻芉
𰨙	mftob		mftob	
𥜈	mftpd		mftpd	⿰礻葉
祥	mftq		mftq	⿰礻羊
祥	mftq		mftq	⿰示羊
𬟜	mftqa		mftqa	⿰烈著
禌	mftv		mftv	⿰礻兹
禌	mftv		mftv	⿰示兹
𫠲	mftw		mftw	⿱不曲
𮵝	mftw		mftw	
䄚	mftwa		mftwa	⿰礻曹
𥜍	mftwb		mftwb	⿰礻萬
禮	mftwt		mftwt	⿰礻豊
禮	mftwt		mftwt	⿰示豊
禯	mftwv		mftwv	⿰礻農
禯	mftwv		mftwv	⿰示農
𥜶	mftxe		mftxe	⿰礻夔
祺	mftz		mftz	⿰礻其
祺	mftz		mftz	⿰示其
禥	mftzg	2	mftzg	⿰礻基
禥	mftzg	2	mftzg	⿰示基
𥚮	mftzv		mftzv	⿰礻甚
礼	mfu	1	mfu	⿰礻乚
𥚯	mfuah		mfuah	⿺礼易
𥜤	mfubi		mfubi	⿺礼賤
𥙓	mfubq		mfubq	⿺礼用
𱲶	mfubu		mfubu	
𥚾	mfuce		mfuce	⿰礻㚇
𥘶	mfuch		mfuch	⿺礼分
𬓓	mfudv		mfudv	⿺礼根
𥘷	mfufh		mfufh	⿺礼少
𥙪	mfufq		mfufq	⿺礼半
𥙒	mfugi		mfugi	⿺礼去
𫀢	mfuhi		mfuhi	⿰礻嵬
𥛉	mfuhj		mfuhj	⿺礼拜
𥚥	mfuhn		mfuhn	⿺礼利
𥚇	mfuhr		mfuhr	⿺礼舌
𬓐	mfuip		mfuip	⿺礼怠
𥛢	mfujf		mfujf	⿰礻崇
𥚄	mfujk		mfujk	⿺礼吏
𥜪	mfujt	1	mfujt	⿰示豐
𥜨	mfujt		mfujt	⿰礻𧯽
𥚻	mfumb		mfumb	⿰礻耑
𬓀	mfumj		mfumj	⿰礻岸
𫀛	mfune		mfune	⿰礻凾
𥙧	mfunf		mfunf	⿺礼尔
𬒼	mfunn		mfunn	⿺礼多
𥘍	mfuo		mfuo	⿰礻⿺乚⿱丿乀
𥚤	mfuod		mfuod	⿺礼余
𥙏	mfuol		mfuol	⿰𥘅⿱山个
𬒻	mfuon		mfuon	⿰礻岑
𫩉	mfuse		mfuse	⿺礼取
𥚅	mfusj		mfusj	⿺礼耳
𬒸	mfutc		mfutc	⿺礼共
𥙋	mfuu		mfuu	⿰礻出
𥙩	mfuuo		mfuuo	⿺礼以
𥘊	mfv		mfv	⿰礻丩
𫀁	mfv		mfv	⿰示女
𮰼	mfv		mfv	
孬	mfvd		mfvd	⿱不好
禨	mfvii		mfvii	⿰礻幾
禨	mfvii		mfvii	⿰示幾
禨	mfvik		mfvik	⿰礻幾
禨	mfvik		mfvik	⿰示幾
𰨆	mfvin		mfvin	
𱵙	mfviu		mfviu	
𥛭	mfvoe		mfvoe	⿺礼隻
𰧹	mfvr		mfvr	
𥚉	mfvvw		mfvvw	⿰礻甾
𤰺	mfw		mfw	⿱不田
𥚷	mfwb		mfwb	⿰礻胃
𱵤	mfwbr		mfwbr	
𡈯	mfwc		mfwc	⿱不圓
禝	mfwce		mfwce	⿰礻畟
禝	mfwce		mfwce	⿰示畟
祵	mfwd	4	mfw'd	⿰礻困
祵	mfwd	4	mfw'd	⿰示困
祼	mfwd	3	mfwd	⿰礻果
祼	mfwd	3	mfwd	⿰示果
𥚌	mfwd	1	mfwd	⿰𥘅果
𥚃	mfwg		mfwg	⿰礻里
𱭆	mfwi		mfwi	
禑	mfwib		mfwib	⿰礻禺
禑	mfwib		mfwib	⿰示禺
𭯈	mfwj		mfwj	⿱不母
祻	mfwjr		mfw'jr	⿰礻固
祻	mfwjr		mfw'jr	⿰示固
䄄	mfwk		mfwk	⿰礻因
䄄	mfwk		mfwk	⿰示因
𬒱	mfwl		mfwl	⿰礻甲
𮂩	mfwlg		mfwlg	⿰示羅
𮂍	mfwlk		mfwlk	⿰示⿱田央
𥜃	mfwll		mfwll	⿰礻睪
禤	mfwls		mfwls	⿰礻⿱罒羽
禤	mfwls		mfwls	⿰示⿱罒羽
𥚈	mfwml		mfwml	⿰礻畀
𥚸	mfwmv		mfwmv	⿰礻畏
𱖅	mfwo		mfwo	
𫀚	mfwot		mfwot	⿰礻昷
禗	mfwp	2	mfwp	⿰礻思
禗	mfwp	2	mfwp	⿰示思
禩	mfwtc	2	mfwtc	⿰礻異
禩	mfwtc	2	mfwtc	⿰示異
𥛴	mfwtc	1	mfwtc	⿰𥘅異
𥛘	mfwtj		mfwtj	⿰礻畢
𰨄	mfwv		mfwv	
𱰸	mfwv		mfwv	
𥛧	mfwvf		mfwvf	⿰礻累
𭯈	mfwy		mfwy	⿱不母
祉	mfx	2	mfx	⿰礻止
祉	mfx	2	mfx	⿰示止
𫠶	mfxb		mfxb	⿱不肯
𮂥	mfxcq		mfxcq	⿰示擧
𫀗	mfxhu		mfxhu	⿰礻兒
𥚞	mfxl		mfxl	⿰礻𦥔
𥙺	mfxlh		mfxlh	⿰礻步
𥜞	mfxls		mfxls	⿰票𦥚
𱵱	mfxlt		mfxlt	
𱵷	mfxlt		mfxlt	
𮂈	mfxm		mfxm	⿰示𬛸
𫀕	mfxms		mfxms	⿰礻⿱臼丂
𥙺	mfxnh		mfxnh	⿰礻步
𱵖	mfxyo		mfxyo	
䃼	mfy		mfy	⿰示卜
𫀑	mfyaj		mfyaj	⿰礻卓
𩫇	mfyb	1	mfyb	⿱不高
𨖕	mfyb		mfyb	⿱不通
禘	mfybb	2	mfybb	⿰礻帝
禘	mfybb	2	mfybb	⿰示帝
禎	mfybc	3	mfybc	⿰礻貞
禎	mfybc	3	mfybc	⿰示貞
祯	mfybo		mfybo	⿰礻贞
䄘	mfybs		mfybs	⿰礻旁
䄘	mfybs		mfybs	⿰示旁
𱵩	mfycg		mfycg	
禭	mfyco	2	mfyco	⿰礻遂
禭	mfyco	2	mfyco	⿰示遂
𬓕	mfycv		mfycv	⿰礻袞
𮂜	mfycv		mfycv	⿰礻㐮
𥚔	mfyfe		mfyfe	⿰礻叔
𥘭	mfyg		mfyg	⿰礻主
𮂝	mfyhb		mfyhb	⿰礻遍
𮂉	mfyhh		mfyhh	⿰示彥
𥛝	mfyhj		mfyhj	⿰礻逢
祊	mfyhs		mfyhs	⿰礻方
祊	mfyhs		mfyhs	⿰示方
𫀊	mfyhv		mfyhv	⿰礻衣
𮂝	mfyib		mfyib	⿰礻遍
𥜆	mfyiu		mfyiu	⿰票㐬
𱵓	mfyiu		mfyiu	
𥜆	mfyiv		mfyiv	⿰票㐬
𰞈	mfyj		mfyj	
𥛚	mfyjr		mfyjr	⿰礻啇
𮂉	mfykh		mfykh	⿰示彥
𬓖	mfykl		mfykl	⿰示斎
𥙅	mfylb		mfylb	⿰礻市
𮁞	mfym		mfym	⿰示上
𫀎	mfymr		mfymr	⿰礻言
𰨊	mfyod		mfyod	
祽	mfyoj		mfyoj	⿰礻卒
祽	mfyoj		mfyoj	⿰示卒
𥛳	mfypl	1	mfypl	⿰礻虛
𧇘	mfypm	3	mfypm	⿰𥘅虘
𥛳	mfypm	2	mfypm	⿰礻虛
𥛜	mfypm	1	mfypm	⿰礻虘
𥚚	mfypn		mfypn	⿰礻虎
𥜅	mfypo		mfypo	⿰礻豦
𥜜	mfypp		mfypp	⿰礻慮
𥜠	mfypt		mfypt	⿰示盧
𥚚	mfypu		mfypu	⿰礻虎
𫀅	mfyr		mfyr	⿰礻占
𰴪	mfyr		mfyr	
禞	mfyrb		mfyrb	⿰礻高
𥚠	mfyrd		mfyrd	⿰礻享
𥜭	mfyrl		mfyrl	⿰礻⿳亯⿶凵吕丨
禳	mfyrv	2	mfyrv	⿰礻襄
禳	mfyrv	2	mfyrv	⿰示襄
𠁙	mfys		mfys	⿱不詐
𮂔	mfysw		mfysw	⿰礻⿳亠④田
𮂔	mfysw		mfysw	⿰礻畗
𥘸	mfyt		mfyt	⿰礻立
𱷣	mfyt		mfyt	
𥚱	mfyta		mfyta	⿰礻音
𱵨	mfytj		mfytj	
禭	mfyto	2	mfyto	⿰礻遂
禭	mfyto	2	mfyto	⿰示遂
𥜇	mfytp		mfytp	⿰礻意
𰨌	mfytr		mfytr	
𠁛	mfyu		mfyu	⿱不道
䄜	mfyub		mfyub	⿰礻离
𥙆	mfyvi		mfyvi	⿰礻玄
𮁷	mfyvo		mfyvo	⿰示亥
𥜯	mfywd		mfywd	⿰示⿱鹵㫗
𥛡	mfywg		mfywg	⿰礻⿱卥土
𥜸	mfywl		mfywl	⿰礻𪉷
䄠	mfywm		mfywm	⿰礻亶
䄢	mfyx		mfyx	⿰礻齊
𮂧	mfyxf		mfyxf	⿰礻齋
𬓍	mfyzk		mfyzk	⿰礻奕
王	mg	3	mg	⿱一土
壬	mg	2	mg	⿱丿士
壬	mg	2	mg	⿱一士
圧	mg	1	mg	⿸厂土
𡉐	mg		mg	⿱工土
𤣩	mg		mg	𤣩
㬜	mga		mga	⿱臸日
𣅨	mga		mga	⿱王日
𭨞	mga		mga	⿱班日
𱮳	mga		mga	
琩	mgaa		mgaa	⿰王昌
𭹕	mgaa		mgaa	⿰王𭥗
𤩜	mgaaa		mgaaa	⿰王晶
𭺔	mgaau		mgaau	⿰⿱王王⿰旵旵
𭺔	mgaau		mgaau	⿱⿰王昍⿰王屾
𤦛	mgab		mgab	⿰王冐
𪻪	mgab		mgab	⿰王明
瑥	mgabt		mgabt	⿰王昷
瑥	mgabt		mgabt	⿰王𥁕
瑁	mgabu		mgabu	⿰王冒
𤨆	mgafu		mgafu	⿰王晃
𤨅	mgagi		mgagi	⿰王時
瑆	mgahm		mgahm	⿰王星
𮴢	mgaht		mgaht	
瑂	mgahu		mgahu	⿰王眉
𤧨	mgail		mgail	⿲王⑤阝
𱮶	mgal		mgal	
𦤾	mgam		mgam	⿰至旦
𬎎	mgamg		mgamg	⿰王量
瑒	mgamh		mgamh	⿰王昜
𤥚	mgamj		mgamj	⿰王旱
瑅	mgamo	1	mgamo	⿰王是
𮴯	mgamo		mgamo	
𱯔	mgamv		mgamv	
𮴭	mgamv		mgamv	
𤩟	mgan		mgan	⿱玨門
𤩎	mgana		mgana	⿰王間
𪼙	mgang		mgang	⿰王閏
𭹺	mgank		mgank	⿰王閔
𨟕	mganl		mga/nl	⿰㬜阝
𪼚	mganu		mganu	⿰王冕
瓓	mganw		mganw	⿰王闌
𤨱	mgapg		mgapg	⿰王⿱昆土
㻛	mgaph		mgaph	⿰王易
琨	mgapp		mgapp	⿰王昆
𭹨	mgapv		mgapv	⿰王曷
𤩛	mgase		mgase	⿰王最
𰢗	mgatj		mgatj	
琶	mgau		mgau	⿱玨巴
鿱	mgau		mgau	
𭺔	mgauu		mgauu	⿰⿱王王⿰旵旵
𭺔	mgauu		mgauu	⿱⿰王昍⿰王屾
珢	mgav		mgav	⿰王艮
㻴	mgawe		mgawe	⿰王曼
𭺄	mgaws		mgaws	⿰王㬅
璟	mgayf		mgayf	⿰王景
琝	mgayk		mgayk	⿰王旻
𬍶	mgayt		mgayt	⿰王昱
再	mgb	2	mgb	⿱一冉
玥	mgb	1	mgb	⿰王月
𦠮	mgb		mgb	⿱臸月
𪱟	mgb		mgb	⿱班月
㻚	mgbb		mgbb	⿰王朋
璦	mgbbe	4	mgbbe	⿰王愛
瑷	mgbbe	2	mgbbe	⿰王爱
𤪞	mgbbe		mgbbe	⿰王⿳⿱爫冖目夊
𭺆	mgbbe		mgbbe	⿰王𭐫
珊	mgbbm	1	mgbbm	⿰王册
珊	mgbbm	1	mgbbm	⿰王冊
𤩥	mgbbq		mgbbq	⿰王舜
𤧗	mgbbr		mgbbr	⿰王咼
𤦡	mgbc		mgbc	𤦡
琛	mgbcd	1	mgbcd	⿰王罙
𤨺	mgbcd		mgbcd	⿰王⿱㓁釆
𪻣	mgbcr		mgbcr	⿰王冏
𤫡	mgbcu		mgbcu	⿰王罌
瓔	mgbcv		mgbcv	⿰王嬰
𭹑	mgbdi		mgbdi	⿰王寽
𮴣	mgbe		mgbe	
𭹘	mgbfd		mgbfd	⿰王冞
𰢂	mgbfd		mgbfd	
琱	mgbgr		mgb'gr	⿰王周
𭹠	mgbhg		mgbhg	⿰王㸒
𤤌	mgbhn		mgbhn	⿰王冗
现	mgbhu		mgbhu	⿰王见
琿	mgbjj	1	mgbjj	⿰王軍
𱮴	mgbk		mgbk	
珲	mgbkq		mgbkq	⿰王军
𤨍	mgbks		mgbks	⿳玨冖𠠴
𤤚	mgblb		mgblb	⿰王⿱冖巾
𬎝	mgble		mgble	⿰王⿳爫旧⿱罒又
珇	mgbm	1	mgbm	⿰王且
𱎒	mgbm		mgbm	
𤦚	mgbmc		mgbmc	⿰王具
瑗	mgbme		mgbme	⿰王爰
𪻭	mgbmm	1	mgbmm	⿰王𭁴
𤣽	mgbmm		mgbmm	⿰王冃
𤧽	mgbmo		mgbmo	⿰王冡
𭹣	mgbmo		mgbmo	⿰王⿱冖豕
𭹣	mgbmo		mgbmo	⿰王冢
𪻛	mgbmr		mgbmr	⿰王同
𱯖	mgbmu		mgbmu	
𤧏	mgbmx		mgbmx	⿰王⿱爫正
琈	mgbnd		mgbnd	⿰王孚
𮟸	mgbnl		mgb/nl	⿰再阝
𫞥	mgbo		mgbo	⿰王贝
㻮	mgbof		mgbof	⿰王祭
瑤	mgbou	2	mgbou	⿰王䍃
瑶	mgbou	1	mgbou	⿰王䍃
𤩃	mgbou		mgbou	⿰王⿱𠔿奄
璎	mgbov	1	mgbov	⿰王婴
𤩃	mgbov		mgbov	⿰王⿱𠔿奄
𤤪	mgbq		mgbq	⿰王用
琱	mgbqr		mgb'qr	⿰王周
㺾	mgbr		mgbr	⿰王冋
琤	mgbsd		mgbsd	⿰王争
琤	mgbsd		mgbsd	⿰王爭
珊	mgbt	2	mgbt	⿰王册
珊	mgbt	2	mgbt	⿰王冊
䀅	mgbt	1	mgbt	⿱社皿
𤤡	mgbt		mgbt	⿰王𦉰
𭹝	mgbti		mgbti	⿰珊寸
𤦇	mgbtu		mgbtu	⿰王岡
𪻫	mgbtv		mgbtv	⿰王罔
㺺	mgbu		mgbu	⿰王目
珼	mgbuc	1	mgbuc	⿰王貝
𧵼	mgbuc		mgbuc	⿰至貝
𤥜	mgbue		mgbue	⿰王𠬸
𤥛	mgbup		mgbup	⿰王𥃩
現	mgbuu	3	mgbuu	⿰王見
䚈	mgbuu	2	mgbuu	⿰垔見
𧡋	mgbuu	1	mgbuu	⿰厓見
𧠫	mgbuu		mgbuu	⿰至見
𭺕	mgbuu		mgbuu	⿱玨覞
𭺕	mgbuu		mgbuu	⿰⿱王見⿱王見
𤤢	mgbv		mgbv	⿰王⿵冂女
𰡾	mgbv		mgbv	
𭺒	mgbvd		mgbvd	⿳玨冖⿻𢆶木
𤨊	mgbvk		mgbvk	⿰王奚
𱯌	mgbw		mgbw	
瑫	mgbx		mgbx	⿰王舀
玬	mgby	1	mgby	⿰王丹
𤪅	mgbya		mgbya	⿰王⿱⿴𠂊⺀音
