text	code	weight	stem	decomposition
𪉁	hymno		hym/no	⿰鸟欠
舸	hymnr		hymnr	⿰舟可
篴	hymo	1	hymo	⿱竹逐
𥳤	hymo		hymo	⿱竹⿺辶豖
𱊅	hymog		hymog	
䇾	hymr		hymr	⿱竹言
𦨝	hymrm		hymrm	⿰舟互
𦩡	hymrw		hymrw	⿰舟畐
舮	hyms		hyms	⿰舟户
舮	hyms		hyms	⿰舟戸
䑷	hymsb		hymsb	⿰舟肩
𦫆	hymsi		hymsi	⿰舟蟸
𦪘	hymto		hymto	⿰舟厥
兏	hymu	1	hymu	⿸厂𠑷
兏	hymu	1	hymu	⿸𠂆𠑷
䉦	hymu		hymu	⿱竹遷
䑢	hymu		hymu	⿰舟兀
𤭂	hymun		hymun	⿰舟瓦
簔	hymv		hymv	⿱竹衰
𦨠	hymvi		hymvi	⿰舟𢆰
𦩒	hymxm		hymxm	⿰舟亞
𥬷	hymy		hymy	⿱竹𠧗
𦪩	hymzi		hymzi	⿰舟零
𦫄	hymzl	1	hymzl	⿰舟⿱雨並
𦪩	hymzl		hymzl	⿰舟零
𦫊	hymzo		hymzo	⿰舟靈
𦫃	hymzr		hymzr	⿰舟霝
艝	hymzs	2	hymzs	⿰舟雪
𦨇	hyn		hyn	⿰舟乙
𥲆	hynb		hynb	⿱竹通
籯	hync		hync	⿱竹贏
艋	hyndt		hyndt	⿰舟孟
艇	hyneg	1	hyneg	⿰舟廷
𦨿	hyneg		hyneg	⿰舟⿺廴⿱乛土
𦩙	hyngg		hyngg	⿰舟⿱丑丑
𦨋	hynh		hynh	⿰舟乃
䑮	hynhd		hynhd	⿰舟朶
䑥	hynhe		hynhe	⿰舟及
𦩸	hynhh		hynhh	⿰舟弱
鷉	hynhz		hyn/hz	⿰虒鳥
𫂯	hyni	2	hyni	⿱竹蠃
𥳿	hyni	1	hyni	⿱竹逸
𦨨	hyniu		hyniu	⿰舟夗
𦪧	hynjk		hynjk	⿰舟敢
𠞄	hynln		hyn/ln	⿰虒刂
𦩸	hynmm		hynmm	⿰舟弱
𦨹	hynmu		hynmu	⿰舟危
䫢	hynmz		hyn/mz	⿰虒頁
䑠	hynn		hynn	⿰舟了
歋	hynno		hyn/no	⿰虒欠
𰪣	hyno		hyno	
𦪑	hynoe		hynoe	⿰舟發
艠	hynot		hynot	⿰舟登
艬	hynri		hynri	⿰舟毚
𰰌	hyns		hyns	
𥱃	hynu		hynu	⿱竹𨓜
籝	hynv	1	hynv	⿱竹嬴
𥷶	hynv		hynv	⿱竹𫲓
艪	hynwa		hynwa	⿰舟魯
𱍇	hynwu		hynwu	
䶱	hynxu	1	hynxu	⿰冬龜
𦫉	hynxu		hynxu	⿰舟龜
𦨈	hyo		hyo	⿰舟人
𦩟	hyoae		hyoae	⿰舟复
艙	hyoar		hyoar	⿰舟倉
𦩞	hyobn		hyobn	⿰舟俞
䑳	hyobt		hyobt	⿰舟侖
𦩞	hyobv		hyobv	⿰舟俞
𥱻	hyod		hyod	⿱竹途
䑧	hyodi		hyodi	⿰舟付
䉨	hyoe		hyoe	⿱竹毅
𥳟	hyog	1	hyog	⿱竹進
𥲽	hyog		hyog	⿺辶𥭭
艭	hyoge	1	hyoge	⿰舟雙
䑾	hyoge		hyoge	⿰舟隻
𦨷	hyoi		hyoi	⿰舟伐
𦨮	hyoip		hyoip	⿰舟代
箤	hyoj		hyoj	⿱竹卒
𥯊	hyok	1	hyok	⿱竹夜
𥎻	hyok		hyok	⿰舟矢
𦩔	hyokh		hyokh	⿰舟⿱矢彡
舽	hyokq		hyokq	⿰舟夅
𮎈	hyom		hyom	⿰舟丘
艅	hyomd		hyomd	⿰舟余
䑤	hyon	1	hyon	⿰舟今
𦨏	hyon		hyon	⿰舟乞
舲	hyoni	1	hyoni	⿰舟令
𦩂	hyono		hyono	⿰舟𭻾
艌	hyonp		hyonp	⿰舟念
𬜓	hyonz		hyonz	⿰𦨈予
𦪮	hyoom		hyoom	⿰舟⿱𠈌⿸丆工
䑨	hyopd		hyopd	⿰舟㐌
𱼺	hyopj		hyopj	
䑪	hyor		hyor	⿰舟合
𦪙	hyors		hyors	⿰舟翕
舴	hyos	1	hyos	⿰舟乍
𥯧	hyos		hyos	⿱竹迮
舲	hyosl	1	hyosl	⿰舟令
舱	hyosu		hyosu	⿰舟仓
䒉	hyotq		hyotq	⿰舟舞
𥸊	hyoz		hyoz	⿱竹顡
𰪠	hypb		hypb	
𰲝	hypb		hypb	
𬜘	hypbc		hypbc	⿰舟真
簴	hypc		hypc	⿱竹虡
𮆌	hypc		hypc	⿱竹𧆾
𮆔	hypc		hypc	⿱竹𧇀
𥸉	hypd	1	hypd	⿱竹㰍
𥲉	hypd		hypd	⿱竹虖
𦨛	hypi	2	hypi	⿰舟勾
𦨓	hypi	1	hypi	⿰舟勺
𥵂	hypk	1	hypk	⿱竹虞
𥱲	hypk		hypk	⿱竹虔
𥲤	hypl		hypl	⿱竹虚
𥲤	hypl		hypl	⿱竹虛
𦨓	hypm	2	hypm	⿰舟勺
𥲤	hypm	1	hypm	⿱竹虚
𥲤	hypm	1	hypm	⿱竹虛
𮅽	hypm		hypm	⿱竹虗
虒	hypn	2	hypn	⿸𠂆虎
箎	hypn	1	hypn	⿱竹虎
𥱿	hypn		hypn	⿱竹處
𥴧	hypo		hypo	⿱竹豦
𰲚	hypo		hypo	
舭	hypp	1	hypp	⿰舟比
𥶌	hypp		hypp	⿱竹慮
䑦	hypr		hypr	⿰舟句
籚	hypt	1	hypt	⿱竹盧
𥲜	hypt		hypt	⿱竹⿸虍皿
𮎉	hypt		hypt	⿰舟世
艓	hyptd		hyptd	⿰舟枼
虒	hypu	1	hypu	⿸𠂆虎
箎	hypu		hypu	⿱竹虎
䑼	hypuu		hypuu	⿰舟芻
𦪤	hypys		hypys	⿱⿰舟舟⿹勹方
𮅚	hyq		hyq	⿱竹𨑲
𦩳	hyqa		hyqa	⿰舟者
𦩣	hyqhk		hyqhk	⿰舟契
𦩳	hyqia		hyqia	⿰舟者
𮎍	hyqki		hyqki	⿰舟寿
䑶	hyqmb		hyqmb	⿰舟青
䑶	hyqmb		hyqmb	⿰舟靑
𦪸	hyqoc		hyqoc	⿰舟賛
咎	hyr	1	hyr	⿱处口
笘	hyr		hyr	⿱竹占
䈞	hyra	1	hyra	⿱竹亯
𥸄	hyra		hyra	⿱竹譖
篙	hyrb	1	hyrb	⿱竹高
𥶏	hyrb		hyrb	⿱竹調
𥸝	hyrc	1	hyrc	⿱竹讃
𥶷	hyrc		hyrc	⿱竹選
𥯲	hyrd		hyrd	⿳竹亠呆
𮎆	hyre		hyre	⿰舟𪠲
𰪉	hyrf		hyrf	
𥸔	hyrg	1	hyrg	⿱竹⿰言截
𥴀	hyrg		hyrg	⿳竹亯土
𥴁	hyrg		hyrg	⿱竹⿳亠口里
𮎏	hyrhg		hyrhg	⿰舟呈
𮎎	hyrhr		hyrhr	⿰舟呂
艥	hyrij		hyrij	⿰舟戢
𥰇	hyrj		hyrj	⿱竹計
𬕱	hyrj		hyrj	⿱竹評
艥	hyrji		hyrji	⿰舟戢
𥷺	hyrk		hyrk	⿱竹謨
篰	hyrl		hyrl	⿱竹部
𮎏	hyrmg		hyrmg	⿰舟呈
𦫈	hyrmi	1	hyrmi	⿰舟蠡
𦪶	hyrmi		hyrmi	⿰舟䗍
𦨳	hyrmk		hyrmk	⿰舟吴
𱽆	hyrmt		hyrmt	
𥰵	hyrn	1	hyrn	⿱竹剖
𥭔	hyrn		hyrn	⿱竹㓠
㰶	hyrno		hyr/no	⿰咎欠
𢛃	hyrp		hyrp	⿱咎心
𭈃	hyrp		hyrp	⿱处叱
𥴜	hyrr		hyrr	⿱竹詔
𮎎	hyrr		hyrr	⿰舟呂
𦪢	hyrrj		hyrrj	⿰舟單
𫇝	hyrse		hyrse	⿰舟叚
𥱬	hyru		hyru	⿱竹記
𱼶	hyru		hyru	
䉴	hyrv	1	hyrv	⿱竹襄
𬕞	hyrv		hyrv	⿱竹哀
𮆻	hyrv		hyrv	⿱竹謁
𦨼	hyrvk		hyrvk	⿰舟⿺夨口
𦨼	hyrvk		hyrvk	⿰舟吳
𦪨	hyrxk		hyrxk	⿲舟𧾷吏
䟟	hyryo		hyryo	⿰斥足
臼	hys		x	臼
𰩲	hys		hys	
枭	hysd	2	hysd	⿹④木
箷	hysd	1	hysd	⿱竹施
𥯞	hysd		hysd	⿱竹斿
𠭊	hyse		hyse	⿰⑤⿱彐又
𮹔	hyse		hyse	
舠	hysh		hysh	⿰舟刀
𦨔	hyshh		hyshh	⿰舟刃
𦨔	hyshi		hyshi	⿰舟刃
𦨣	hyshr		hyshr	⿰舟召
艉	hyshu		hyshu	⿰舟尾
艦	hysit		hysit	⿰舟監
艍	hysjr		hysjr	⿰舟居
簇	hysk	1	hysk	⿱竹族
𦨔	hysk		hysk	⿰舟刃
𬕗	hysl		hysl	⿱竹𪯲
𦨕	hysle		hysle	⿰舟𠬝
鸟	hysm	2	hysm	⿹④一
箊	hysm	1	hysm	⿱竹於
𥫣	hysm		hysm	⿱竹与
𥰁	hysm		hysm	⿱竹𭤯
艦	hysmt		hysmt	⿰舟監
凫	hysn		hysn	⿹④几
箑	hyso		hyso	⿱竹疌
𥲬	hysp		hysp	⿱竹⿰方⿱𠂉𫞕
𥲬	hysp		hysp	⿱竹𣃮
䎇	hyss		hyss	⿰舟羽
䒁	hyssa		hyssa	⿰舟習
𱽄	hyssg		hyssg	
𧭔	hyssr		hyssr	⿰舟⿱羽𬾕
𦩯	hystw		hystw	⿰舟⿸尸曲
岛	hysu	1	hysu	⿹④山
𦨌	hysu		hysu	⿰舟㔾
𬜒	hysu		hysu	⿰舟已
𮆅	hysu		hysu	⿱竹旈
袅	hysv	1	hysv	⿹④衣
𥰠	hysv		hysv	⿱竹旅
箊	hysy		hysy	⿱竹於
籏	hysz	1	hysz	⿱竹旗
簱	hysz		hysz	⿱竹𣄃
笠	hyt		hyt	⿱竹立
𰪍	hyta		hyta	
𥵣	hytb	1	hytb	⿱竹端
𥴰	hytb		hytb	⿱竹靖
𮎒	hytbc		hytbc	⿰舟典
艨	hytbo		hytbo	⿰舟蒙
舼	hytc	1	hytc	⿰舟共
𬖄	hytc		hytc	⿱竹𠔳
艗	hytct		hytct	⿰舟益
𦩲	hytcw		hytcw	⿰舟酋
𥳘	hytg	1	hytg	⿱竹童
𥱆	hytg		hytg	⿳笠厶土
𦩷	hytgb		hytgb	⿰舟冓
𦪋	hytgg		hytgg	⿰舟羞
𫇣	hytgh		hytgh	⿰舟𦏁
艤	hytgi		hytgi	⿰舟義
艖	hytgm		hytgm	⿰舟差
𫇢	hytgs		hytgs	⿰舟羲
𥵪	hyth	1	hyth	⿱竹竮
艏	hythu		hythu	⿰舟首
鷑	hythz		hyt/hz	⿰笠鳥
𰰏	hytjb		hytjb	
𫇜	hytkr		hytkr	⿰舟若
𦪗	hytlc		hytlc	⿰舟黃
𮧈	hytlk		hytlk	⿰靠英
𫇡	hytlw		hytlw	⿰舟𬞕
𱽂	hytmb		hytmb	
𦪗	hytmc		hytmc	⿰舟黃
𦪠	hytmj		hytmj	⿰舟華
𥴦	hyto	2	hyto	⿱竹遂
𥲰	hyto	1	hyto	⿱竹豙
𱸢	hyto		hyto	
艧	hytoe		hytoe	⿰舟蒦
𩀩	hytog		hyt/og	⿰笠隹
𰰐	hytoi		hytoi	
𥵆	hytp		hytp	⿱竹意
𦪋	hytqg		hytqg	⿰舟羞
艖	hytqm		hytqm	⿰舟差
𮎔	hytqt		hytqt	⿰舟盖
𮎔	hytqt		hytqt	⿰舟⿱羊皿
箁	hytr	3	hytr	⿱竹咅
䈮	hytr	2	hytr	⿱竹竘
𥱱	hytr	1	hytr	⿱竹站
𥯽	hytr		hytr	⿱竹竒
䑫	hytt	2	hytt	⿰舟并
𥵪	hytt	1	hytt	⿱竹竮
篭	hytu	1	hytu	⿱竹竜
篭	hytv	2	hytv	⿱竹竜
䈉	hytv	1	hytv	⿱竹妾
艚	hytwa		hytwa	⿰舟曹
𦪚	hytwi		hytwi	⿰舟尊
𦩵	hytxc		hytxc	⿰舟兼
𬜗	hytyr		hytyr	⿰舟苫
䑴	hytz		hytz	⿰舟其
𦪆	hytzg		hytzg	⿰舟基
舢	hyu	3	hyu	⿰舟山
篱	hyub	1	hyub	⿱竹离
𥸜	hyuc		hyuc	⿱竹⿰竟貫
艐	hyuce		hyuce	⿰舟㚇
鷉	hyuhz		hyu/hz	⿰虒鳥
𠞄	hyuln		hyu/ln	⿰虒刂
𥷛	hyum		hyum	⿳竹就旦
𦩴	hyumt		hyumt	⿰舟豈
䫢	hyumz		hyu/mz	⿰虒頁
歋	hyuno		hyu/no	⿰虒欠
𥷼	hyuo		hyuo	⿱竹蹵
𦨽	hyuon		hyuon	⿰舟岑
𦨥	hyuu		hyuu	⿰舟出
笀	hyv		hyv	⿱竹亡
𦂟	hyvif		hyvif	⿱⿰戶冬糸
𮆝	hyvk		hyvk	⿳竹亡⿲月女卂
䒂	hyvmi		hyvmi	⿰舟將
𮆝	hyvn		hyvn	⿳竹亡⿲月女卂
𥷵	hyvp		hyvp	⿱竹⿳亡罒⿰耳𫧇
𥭚	hyvr		hyvr	⿱竹吂
䈍	hyvu		hyvu	⿱竹盲
𦩽	hyvvu		hyvvu	⿰舟𩠐
𦪴	hyvvv		hyvvv	⿰舟⿳巛𠔿⑦
𦩝	hywb	1	hywb	⿰舟胃
𥴪	hywb		hywb	⿱竹遇
𰯇	hywb		hywb	
𦪷	hywfg		hywfg	⿰舟墨
艃	hywg		hywg	⿰舟里
𥷠	hywi	1	hywi	⿱竹⿱⺊⿴囗⿱𠂭𠂭
𥱾	hywi		hywi	⿱竹鹵
𥷦	hywj		hywj	⿳竹鹵早
舺	hywl	1	hywl	⿰舟甲
𥸖	hywl		hywl	⿱竹𪉷
䉡	hywm		hywm	⿱竹亶
𦩭	hywp		hywp	⿰舟思
簑	hywv		hywv	⿱竹衰
𱼷	hyx		hyx	
𬜙	hyxbx		hyxbx	⿰舟⿳止冖止
𮆴	hyxf		hyxf	⿱竹𤎉
𦩊	hyxhu		hyxhu	⿰舟兒
艘	hyxle		hyxle	⿰舟叟
䑰	hyxlh		hyxlh	⿰舟步
𦪍	hyxmt		hyxmt	⿰舟⿱止豆
𩕎	hyxmz		hyx/mz	⿰⿱舟𧾷頁
䑰	hyxnh		hyxnh	⿰舟步
笇	hyy		hyy	⿱竹卞
䑲	hyyaj		hyyaj	⿰舟卓
𬕟	hyyb		hyyb	⿱竹⿺辶市
䒆	hyybk		hyybk	⿲舟育攵
𦪳	hyybo		hyybo	⿰舟豪
𦪽	hyybp		hyybp	⿰舟龍
艕	hyybs		hyybs	⿰舟旁
𮎄	hyyc		hyyc	⿰舟六
𦪔	hyydk		hyydk	⿰舟敦
𦪫	hyyed		hyyed	⿰舟粲
𦪭	hyygq		hyygq	⿰舟達
𦪎	hyyhj		hyyhj	⿰舟逢
航	hyyhn		hyyhn	⿰舟亢
䒃	hyyhr		hyyhr	⿰舟造
舫	hyyhs	1	hyyhs	⿰舟方
艈	hyyiu		hyyiu	⿰舟㐬
艈	hyyiv		hyyiv	⿰舟㐬
𬜔	hyyk		hyyk	⿰舟达
𥳠	hyyn		hyyn	⿱竹𨔛
𦪏	hyynb		hyynb	⿰舟通
籧	hyyo		hyyo	⿱竹遽
𰰓	hyyog		hyyog	
𦪡	hyypl		hyypl	⿰舟虚
𦪡	hyypm		hyypm	⿰舟虚
𦩕	hyypn		hyypn	⿰舟虎
艣	hyyps	1	hyyps	⿰舟虜
𫇛	hyyps		hyyps	⿰舟虏
艫	hyypt		hyypt	⿰舟盧
𦩕	hyypu		hyypu	⿰舟虎
𥳅	hyyr		hyyr	⿱竹這
𦨾	hyyrn		hyyrn	⿰舟亨
舻	hyys		hyys	⿰舟卢
䑻	hyysd		hyysd	⿰舟斿
艟	hyytg		hyytg	⿰舟童
𦩜	hyytr		hyytr	⿰舟咅
𡷊	hyyu		hyyu	⿹⿻④一山
舷	hyyvi		hyyvi	⿰舟玄
艩	hyyx		hyyx	⿰舟齊
鳥	hz		hz	⿹⑦灬
鵿	hzaht		hzaht	⿰鳥昇
𱈣	hzam		hzam	
𱈫	hzamj		hzamj	
𪂿	hzamo		hzamo	⿰鳥是
𪂳	hzapp		hzapp	⿰鳥昆
鸔	hzate		hzate	⿰鳥暴
𪈫	hzaud		hzaud	⿰鳥㬥
𱉆	hzaue		hzaue	
𱈪	hzav		hzav	
𪂙	hzbb		hzbb	⿰鳥朋
𪄥	hzbbb		hzbbb	⿰鳥骨
𪃀	hzbbr		hzbbr	⿰鳥咼
𪈤	hzbcv		hzbcv	⿰鳥嬰
𩒹	hzbmm		hzbmm	⿱須冄
𪃴	hzbmr		hzbmr	⿰鳥𤔄
𬷍	hzbmr		hzbmr	⿰鳥同
𮬻	hzbnd		hzbnd	⿰鳥孚
盨	hzbt		hzbt	⿱須皿
𱲟	hzbt		hzbt	
𪃐	hzbuh		hzbuh	⿰鳥眇
䳶	hzbvk		hzbvk	⿰鳥奚
𩿉	hzch	1	hzch	⿱鳥分
𠝷	hzch		hzch	⿹⑦分
𲍜	hzci		hzci	
𪂀	hzckl		hzckl	⿰鳥斧
𪁩	hzcnh		hzcnh	⿰鳥弟
𪁴	hzcor		hzcor	⿰鳥谷
𰪇	hzcsh		hzcsh	
梟	hzd	1	hzd	⿹⑦木
䲷	hzd		hzd	⿱鳥木
𱶉	hzd		hzd	
𪃵	hzdam		hzdam	⿰鳥查
𪃵	hzdbm		hzdbm	⿰鳥查
𬶾	hzdi		hzdi	⿰鳥寸
鴃	hzdk		hzdk	⿰鳥夬
鄡	hzdnl		hzd/nl	⿰梟阝
𪂝	hzdw		hzdw	⿱鳥東
澃	hze		hze	⿱須水
𪀤	hzem		hzem	⿰鳥江
𪆫	hzesd		hzesd	⿰鳥渠
𪀳	hzfd		hzfd	⿱鳥米
𲍚	hzg		hzg	
𩓾	hzgb		hzgb	⿱須冉
𬷆	hzgb		hzgb	⿱鳥冉
𪆖	hzgbt		hzgbt	⿰鳥壹
𪂚	hzgcg		hzgcg	⿰鳥坴
𪀔	hzgdi		hzgdi	⿰鳥寺
𪆧	hzgou		hzgou	⿰鳥越
𪁄	hzgr		hzgr	⿰鳥吉
鴤	hzhem		hzhem	⿰鳥冬
鴼	hzher		hzher	⿰鳥各
鴤	hzhey		hzhey	⿰鳥冬
𪈨	hzhhz		hzhhz	⿰鳥鵢
䳗	hzhi		hzhi	⿱鳥我
𪇫	hzhij		hzhij	⿰鳥魁
𪀐	hzhio		hzhio	⿰鳥乏
𬷊	hzhio		hzhio	⿰鳥瓜
𪇳	hzhir		hzhir	⿰鳥箴
𪁆	hzhmr		hzhmr	⿰鳥后
鳧	hzhn	1	hzhn	⿱鳥几
鳬	hzhn		hzhn	⿹⑦几
𮬥	hzhn		hzhn	⿰鳥几
𬷣	hzhni		hzhni	⿰鳥風
𬷥	hzhnx		hzhnx	⿰鳥⿱凡臼
𮬷	hzhon		hzhon	⿰鳥行
𪅜	hzhoo		hzhoo	⿰鳥從
𱈰	hzhor		hzhor	
𩿓	hzhq		hzhq	⿰鳥牛
𪁦	hzhqb		hzhqb	⿰鳥乕
䳘	hzhqi		hzhqi	⿰鳥我
䳀	hzhqo		hzhqo	⿰鳥失
𩿘	hzhqu		hzhqu	⿰鳥毛
鶳	hzhrb		hzhrb	⿰鳥師
𪄝	hzhrf		hzhrf	⿰鳥烏
𮭂	hzhsk		hzhsk	⿰鳥戻
𠒎	hzhu		hzhu	⿹⑦儿
𪀍	hzhui		hzhui	⿰鳥氐
𩾱	hzhul		hzhul	⿰鳥卬
𪀍	hzhum		hzhum	⿰鳥氐
䲬	hzhup	1	hzhup	⿰鳥氏
𪄛	hzhup		hzhup	⿰鳥息
𪄔	hzhwi		hzhwi	⿰鳥鬼
𪂃	hzhwj	1	hzhwj	⿰鳥卑
𩔾	hzhwj		hzhwj	⿱須卑
鷈	hzhyn		hzhyn	⿰鳥虒
𱈰	hzhyr		hzhyr	
鷈	hzhyu		hzhyu	⿰鳥虒
𪁯	hzhyy		hzhyy	⿰鳥⿸𠂆卡
𪅝	hzhz		hz/hz	⿰鳥鳥
𪆦	hzhz		hzhz	⿱須鳥
𪈼	hzhzz		hzhzz	⿱鳥𪅝
𩿙	hzi		hzi	⿰鳥戈
鵔	hzice		hzice	⿰鳥夋
𪂰	hzihi		hzihi	⿰鳥底
𪂰	hzihm		hzihm	⿰鳥底
𮭄	hzihr		hzihr	⿰鳥咸
𱈨	hzihs		hzihs	
𬷟	hzii		hzii	⿰鳥戔
𪀚	hzij	1	hzij	⿰鳥戎
𪁭	hzijb		hzijb	⿰鳥甫
𪀚	hzik	2	hzik	⿰鳥戎
𩿁	hzik	1	hzik	⿰鳥犬
䳁	hzike		hzike	⿰鳥犮
𪁒	hzikh		hzikh	⿰鳥尨
䳁	hzikk		hzikk	⿰鳥犮
𪅟	hzilb		hzilb	⿰鳥庸
𪀸	hzipm		hzipm	⿰鳥式
𩿡	hzir		hzir	⿰鳥台
𮭂	hzisk		hzisk	⿰鳥戻
𪁫	hzit		hzit	⿰鳥戒
𩿠	hziu		hziu	⿰鳥戉
𪁒	hziuh		hziuh	⿰鳥尨
𲍠	hzjbd		hzjbd	
鴥	hzjc		hzjc	⿰鳥穴
𪆥	hzjcr		hzjcr	⿰鳥窖
𮬸	hzjhp		hzjhp	⿰鳥宅
䳹	hzjme		hzjme	⿰鳥寇
𪄺	hzjmk		hzjmk	⿰鳥𡨥
𪃗	hzjmm		hzjmm	⿰鳥宣
𬷋	hzjmn		hzjmn	⿱鳥宁
𪄓	hzjmv		hzjmv	⿰鳥宼
鴕	hzjp		hzjp	⿰鳥它
𪆮	hzjpt		hzjpt	⿰鳥䀄
𩿵	hzjr		hzjr	⿰鳥古
𪂭	hzju	1	hzju	⿱鳥宛
𪂧	hzju		hzju	⿹⑦宛
𪅘	hzjwi		hzjwi	⿰鳥專
䲦	hzk		hzk	⿰鳥大
𫚸	hzkb		hzkb	⿰鳥有
𬷀	hzke		hzke	⿰鳥友
𮅹	hzkf		hzkf	⿰笨灰
鳨	hzks	1	hz/ks	⿰鳥力
𩾜	hzks		hzks	⿱鳥力
𭄩	hzks		hzks	⿹⑦力
𪀁	hzksr		hzksr	⿰鳥加
𢄼	hzlb		hzlb	⿱須巾
𬷅	hzlbk		hzlbk	⿰鳥央
𮬮	hzlbu		hzlbu	⿰鳥冘
𩾧	hzlll		hzlll	⿰鳥川
𠞸	hzln		hz/ln	⿰鳥刂
𪀴	hzlq		hzlq	⿰鳥聿
𪁹	hzlsy		hzlsy	⿰鳥非
𪅛	hzlwv		hzlwv	⿰鳥婁
𪆭	hzlx		hzlx	⿰鳥肅
𫠓	hzm	1	hzm	⿹⑦一
𩾬	hzm		hzm	⿰鳥工
𪈳	hzmbp		hzmbp	⿰鳥麗
𮅹	hzmf		hzmf	⿰笨灰
𪀇	hzmfm		hzmfm	⿰鳥丕
𪀒	hzmig		hzmig	⿰鳥至
𩾝	hzmj		hzmj	⿰鳥干
𩿐	hzmlb		hzmlb	⿰鳥帀
𩾳	hzmls		hzmls	⿰鳥丏
𮬳	hzmnp		hzmnp	⿰鳥死
鴚	hzmnr		hzmnr	⿰鳥可
𲍝	hzmob		hzmob	
𬷜	hzmpx		hzmpx	⿰鳥武
𱈝	hzms		hzms	
𮭂	hzmsk		hzmsk	⿰鳥戻
𪀃	hzmsl		hzmsl	⿰鳥卭
𬷓	hzmso		hzmso	⿱鳥豕
𮬦	hzmu		hzmu	⿰鳥兀
鳦	hzn	1	hzn	⿰鳥乙
鳦	hzn	1	hzn	⿰鳥𠃉
𩾫	hzn		hzn	⿰鳥弓
𫛈	hzndo		hzndo	⿰鳥孤
𩾖	hznh		hznh	⿱鳥乃
𩾶	hznhe		hznhe	⿰鳥及
𩿴	hznim		hznim	⿰鳥⿹弓冫
𪀓	hznin	1	hznin	⿰鳥多
𥶂	hznin		hznin	⿰箕多
鄥	hznl		hz/nl	⿰鳥阝
𪂊	hznlp		hznlp	⿰鳥陀
𪂷	hznmk		hznmk	⿰鳥矦
𩾒	hznn		hznn	⿰鳥了
𩙾	hznoo		hznoo	⿱𪅝飛
䳃	hznu		hznu	⿱鳥夗
𦠂	hzob		hzob	⿱鳥肉
鵻	hzog		hz/og	⿰鳥隹
𪆄	hzogf		hzogf	⿰鳥焦
𪄩	hzogj		hzogj	⿰鳥隼
𪆳	hzogs		hzogs	⿰鳥雋
鴏	hzoip		hzoip	⿰鳥代
𬷸	hzoiv		hzoiv	⿰鳥餒
𩾴	hzoll		hzoll	⿰鳥介
鵌	hzomd		hzomd	⿰鳥余
䳧	hzosk		hzosk	⿰鳥侯
𬷸	hzosv		hzosv	⿰鳥餒
𩾽	hzp	1	hzp	⿰鳥心
𢥨	hzp		hzp	⿱⿰⿱夂貝頁心
𩾙	hzp		hzp	⿰鳥七
𪀠	hzpa		hzpa	⿰鳥旬
𮭀	hzpfd		hzpfd	⿰鳥匊
𪁷	hzphu		hzphu	⿰鳥𡶇
𫚱	hzpi	1	hzpi	⿰鳥勾
𩾡	hzpi		hzpi	⿰鳥勺
𩿖	hzpim		hzpim	⿰鳥勻
𩾡	hzpm		hzpm	⿰鳥勺
𩿖	hzpmm		hzpmm	⿰鳥勻
𪀊	hzpr		hzpr	⿰鳥句
䳈	hzpru		hzpru	⿰鳥包
䳈	hzpsu		hzpsu	⿰鳥包
𪄞	hzpuu		hzpuu	⿰鳥芻
𪃲	hzqa		hzqa	⿰鳥者
𪃲	hzqia		hzqia	⿰鳥者
𪄈	hzqkd		hzqkd	⿰鳥秦
𪃆	hzqkk		hzqkk	⿰鳥奏
𪄻	hzqkx		hzqkx	⿰鳥舂
𪂴	hzqmb		hzqmb	⿰鳥青
𪁗	hzrau		hzrau	⿰鳥邑
𫚼	hzrb		hzrb	⿰鳥肙
䳅	hzrc		hzrc	⿰鳥只
𲍢	hzrj		hzrj	
鵦	hzrme		hzrme	⿰鳥录
鵦	hzrme		hzrme	⿰鳥彔
𪁨	hzru		hzru	⿱鳥邑
𪆬	hzrxr		hzrxr	⿰鳥路
𨇐	hzryo		hzryo	⿱⿰舟頁足
𪂋	hzsbb		hzsbb	⿰鳥帚
鵦	hzse		hzse	⿰鳥录
鵦	hzse		hzse	⿰鳥彔
𩿋	hzshh		hzshh	⿰鳥⿱刀刀
䳖	hzsju		hzsju	⿰鳥𦔮
𩾓	hzsl		hzsl	⿰鳥卩
鷌	hzsqf		hzsqf	⿰鳥馬
𪇊	hzsrl		hzsrl	⿰鳥辟
䳼	hzsrr		hzsrr	⿰鳥區
𪀏	hzss		hzss	⿰鳥巨
𪅡	hzssh		hzssh	⿰鳥翏
𩾩	hzsu		hzsu	⿰鳥己
𬷪	hzsx		hzsx	⿰鳥⿱⿲丿二丨臼
𬶽	hzt		hzt	⿱鳥廾
𪇐	hztbk		hztbk	⿰鳥⿱朔大
䴌	hztbo		hztbo	⿰鳥蒙
𪇨	hzteb		hzteb	⿰鳥蒲
𱬱	hztf		hztf	
鸃	hztgi	1	hztgi	⿰鳥義
𪁸	hztgu		hztgu	⿰鳥羌
𪈙	hzthl		hzthl	⿰鳥薛
𪇅	hztir		hztir	⿰鳥葴
𫛓	hztmj		hztmj	⿰鳥華
𪄦	hztod		hztod	⿰鳥茶
鸌	hztoe		hztoe	⿰鳥蒦
𪁸	hztqu		hztqu	⿰鳥羌
𪈩	hztrg		hztrg	⿰鳥雚
𪃞	hztw		hztw	⿰鳥苗
𪇌	hztwv		hztwv	⿰鳥農
鶀	hztz		hztz	⿰鳥其
島	hzu	1	hzu	⿹⑦山
㠀	hzu		hzu	⿱鳥山
